validade_inicial_horizontal,validade_inicial,vnt_dir,vnt_vel,vnt_rajada,vis,vis_setor,vis_setor_dir,chuva,trovoada,nevoa_umida,teto,cobertura,tt,po,qnh,ur,vnt_vrb,chuvisco,nevoeiro,nevoa_seca,pancada
"['08:00', '31/10']",31/10 08:00,130,7,,9999,,,NIL,,NIL,1100,5,15,14,1019,94,,NIL,,,
"['09:00', '31/10']",31/10 09:00,90,5,,9999,,,NIL,,NIL,1100,5,16,14,1019,88,,NIL,,,
"['10:00', '31/10']",31/10 10:00,120,7,,9999,,,NIL,,NIL,1100,5,16,14,1019,88,,NIL,,,
"['11:00', '31/10']",31/10 11:00,100,7,,9999,,,NIL,,NIL,1100,8,17,14,1020,83,,NIL,,,
"['11:30', '31/10']",31/10 11:30,110,6,,4500,,,NIL,,1,600,8,17,15,1020,88,,1,,,
"['12:00', '31/10']",31/10 12:00,120,9,,4000,,,NIL,,1,600,8,17,15,1020,88,,1,,,
"['13:00', '31/10']",31/10 13:00,120,8,,8000,,,NIL,,NIL,1300,8,18,15,1020,83,,NIL,,,
"['14:00', '31/10']",31/10 14:00,130,10,,9999,,,NIL,,NIL,1500,8,19,15,1020,78,,NIL,,,
"['15:00', '31/10']",31/10 15:00,130,9,,8000,,,NIL,,NIL,2000,8,19,14,1020,73,,NIL,,,
"['16:00', '31/10']",31/10 16:00,130,10,,9999,,,NIL,,NIL,2000,8,20,14,1019,68,,NIL,,,
"['17:00', '31/10']",31/10 17:00,130,10,,9999,,,NIL,,NIL,2000,8,19,14,1019,73,,NIL,,,
"['18:00', '31/10']",31/10 18:00,140,8,,9999,,,NIL,,NIL,1800,8,18,14,1018,77,,NIL,,,
"['19:00', '31/10']",31/10 19:00,170,9,,9999,,,NIL,,NIL,1300,8,17,14,1018,83,,NIL,,,
"['20:00', '31/10']",31/10 20:00,160,8,,9999,,,NIL,,NIL,1500,5,17,14,1018,83,,NIL,,,
"['21:00', '31/10']",31/10 21:00,160,6,,4000,,,1,,NIL,1000,8,16,14,1019,88,,NIL,,,
"['22:00', '31/10']",31/10 22:00,160,7,,9999,,,NIL,,NIL,1000,8,15,13,1019,88,,NIL,,,
"['23:00', '31/10']",31/10 23:00,160,7,,9999,,,1,,NIL,2000,8,15,13,1020,88,,NIL,,,
"['00:00', '01/11']",01/11 00:00,150,5,,9999,,,NIL,,NIL,2000,8,15,12,1020,82,,NIL,,,
"['01:00', '01/11']",01/11 01:00,150,5,,9999,,,NIL,,NIL,1500,8,15,12,1021,82,,NIL,,,
"['02:00', '01/11']",01/11 02:00,150,4,,9999,,,NIL,,NIL,2500,8,15,12,1020,82,,NIL,,,
"['03:00', '01/11']",01/11 03:00,150,6,,9999,,,NIL,,NIL,4000,5,15,12,1020,82,,NIL,,,
"['04:00', '01/11']",01/11 04:00,150,3,,9999,,,NIL,,NIL,4000,5,15,11,1019,77,,NIL,,,
"['05:00', '01/11']",01/11 05:00,150,4,,9999,,,NIL,,NIL,2300,5,14,11,1018,82,,NIL,,,
"['06:00', '01/11']",01/11 06:00,130,4,,9999,,,NIL,,NIL,1500,5,14,11,1018,82,,NIL,,,
"['07:00', '01/11']",01/11 07:00,110,4,,9999,,,NIL,,NIL,1100,8,14,12,1017,88,,NIL,,,
"['08:00', '01/11']",01/11 08:00,130,3,,9999,,,NIL,,NIL,1100,8,14,12,1017,88,,NIL,,,
"['09:00', '01/11']",01/11 09:00,110,3,,2500,,,NIL,,NIL,500,8,14,13,1018,94,,1,,,
"['10:00', '01/11']",01/11 10:00,160,4,,9999,,,1,,NIL,700,8,14,14,1018,100,,NIL,,,
"['11:00', '01/11']",01/11 11:00,170,4,,9999,,,NIL,,NIL,1900,5,16,13,1018,82,,NIL,,,
"['12:00', '01/11']",01/11 12:00,190,5,,4500,,,NIL,,1,600,8,15,13,1019,88,,1,,,
"['13:00', '01/11']",01/11 13:00,170,8,,9999,,,NIL,,NIL,1700,8,15,12,1019,82,,1,,,
"['14:00', '01/11']",01/11 14:00,140,5,,9000,,,NIL,,NIL,1700,8,16,13,1019,82,,NIL,,,
"['15:00', '01/11']",01/11 15:00,170,9,,9999,,,NIL,,NIL,1700,8,16,12,1019,77,,NIL,,,
"['16:00', '01/11']",01/11 16:00,160,8,,9999,,,NIL,,NIL,1700,5,16,12,1019,77,,NIL,,,
"['17:00', '01/11']",01/11 17:00,160,9,,9999,,,NIL,,NIL,2300,8,16,11,1018,72,,NIL,,,
"['18:00', '01/11']",01/11 18:00,170,8,,9999,,,NIL,,NIL,2300,5,16,11,1018,72,,NIL,,,
"['19:00', '01/11']",01/11 19:00,180,7,,9999,,,NIL,,NIL,2600,5,17,10,1018,63,,NIL,,,
"['20:00', '01/11']",01/11 20:00,160,7,,9999,,,NIL,,NIL,4000,5,16,10,1018,68,,NIL,,,
"['21:00', '01/11']",01/11 21:00,150,9,,9999,,,NIL,,NIL,2500,5,16,10,1018,68,,NIL,,,
"['22:00', '01/11']",01/11 22:00,140,5,,9999,,,NIL,,NIL,NIL,3,14,10,1018,77,,NIL,,,
"['23:00', '01/11']",01/11 23:00,110,4,,9999,,,NIL,,NIL,NIL,3,14,10,1019,77,,NIL,,,
"['00:00', '02/11']",02/11 00:00,130,3,,9999,,,NIL,,NIL,3000,5,13,10,1019,82,,NIL,,,
"['01:00', '02/11']",02/11 01:00,120,5,,9999,,,NIL,,,1500,5,14,11,1019,82,,NIL,,,
"['02:00', '02/11']",02/11 02:00,120,6,,9999,,,NIL,,,900,5,13,11,1019,88,,1,,,
"['02:25', '02/11']",02/11 02:25,100,5,,9999,,,NIL,,,3000,5,13,12,1019,94,,NIL,,,
"['03:00', '02/11']",02/11 03:00,100,4,,9999,,,NIL,,,2500,5,13,11,1019,88,,NIL,,,
"['04:00', '02/11']",02/11 04:00,100,4,,9999,,,NIL,,,1900,5,13,11,1018,88,,NIL,,,
"['05:00', '02/11']",02/11 05:00,100,5,,9999,,,NIL,,,3000,5,13,11,1017,88,,NIL,,,
"['06:00', '02/11']",02/11 06:00,120,3,,9999,,,NIL,,,1500,5,12,11,1017,94,,NIL,,,
"['07:00', '02/11']",02/11 07:00,100,5,,9999,,,NIL,,,1900,5,13,10,1017,82,,NIL,,,
"['08:00', '02/11']",02/11 08:00,100,3,,9999,,,NIL,,,2600,5,13,10,1017,82,,NIL,,,
"['09:00', '02/11']",02/11 09:00,90,4,,9999,,,NIL,,,1700,5,13,11,1017,88,,NIL,,,
"['10:00', '02/11']",02/11 10:00,100,8,,4000,,,1,,,800,5,13,11,1018,88,,NIL,,,
"['11:00', '02/11']",02/11 11:00,80,8,,9999,,,NIL,,,1700,5,15,11,1018,77,,NIL,,,
"['12:00', '02/11']",02/11 12:00,90,8,,9999,,,NIL,,,2300,5,16,10,1018,68,,NIL,,,
"['13:00', '02/11']",02/11 13:00,120,9,,9999,,,NIL,,,2600,5,17,10,1019,63,,NIL,,,
"['14:00', '02/11']",02/11 14:00,120,9,,9999,,,NIL,,,3000,5,19,10,1018,56,,NIL,,,
"['15:00', '02/11']",02/11 15:00,110,9,,9999,,,NIL,,,3600,5,19,09,1018,52,,NIL,,,
"['16:00', '02/11']",02/11 16:00,140,7,,9999,,,NIL,,,4500,5,19,09,1017,52,,NIL,,,
"['17:00', '02/11']",02/11 17:00,150,7,,9999,,,NIL,,,4500,5,21,11,1016,53,,NIL,,,
"['18:00', '02/11']",02/11 18:00,150,10,,9999,,,NIL,,,3600,5,19,11,1016,60,,NIL,,,
"['19:00', '02/11']",02/11 19:00,170,9,,9999,,,NIL,,,3600,5,19,10,1016,56,,NIL,,,
"['20:00', '02/11']",02/11 20:00,130,10,,9999,,,NIL,,,NIL,3,17,09,1016,59,,NIL,,,
